date,title,link,Polarity,Sentiment_Type
2013-09-26,Rp11 tln spent on research for electrical bus,https://en.antaranews.com/news/90880/rp11-tln-spent-on-research-for-electrical-bus,-0.1,NEGATIVE
2013-09-24,Jokowi has not received answer from Vice President on low cost car,https://en.antaranews.com/news/90854/jokowi-has-not-received-answer-from-vice-president-on-low-cost-car,0.0,NEUTRAL
2013-09-24,Cheap car policy`s pros and cons must be evaluated,https://en.antaranews.com/news/90846/cheap-car-policys-pros-and-cons-must-be-evaluated,0.4,POSITIVE
2013-09-23,Cheap car policy discourages national automotive industry: Jokowi,https://en.antaranews.com/news/90840/cheap-car-policy-discourages-national-automotive-industry-jokowi,0.4,POSITIVE
2013-09-23,Minister hopes low cost cars won`t boost fuel consumption,https://en.antaranews.com/news/90834/minister-hopes-low-cost-cars-wont-boost-fuel-consumption,0.0,NEUTRAL
2013-09-21,RI`s low-cost cars to target export market,https://en.antaranews.com/news/90812/ris-low-cost-cars-to-target-export-market,0.0,NEUTRAL
2013-09-20,Minister stresses on urgent need for low cost cars,https://en.antaranews.com/news/90800/minister-stresses-on-urgent-need-for-low-cost-cars,0.0,NEUTRAL
2013-09-10,"James Bond`s ""Spy Who Loved Me"" submarine car sold in London",https://en.antaranews.com/news/90637/james-bonds-spy-who-loved-me-submarine-car-sold-in-london,0.7,POSITIVE
2013-08-29,Govt to raise sale tax on luxury cars soon,https://en.antaranews.com/news/90476/govt-to-raise-sale-tax-on-luxury-cars-soon,0.0,NEUTRAL
2013-07-30,Mysterious double coffin found at King Richard III car park site,https://en.antaranews.com/news/90060/mysterious-double-coffin-found-at-king-richard-iii-car-park-site,0.0,NEUTRAL
2013-07-14,"27 killed, 77 wounded in separate attacks across Iraq",https://en.antaranews.com/news/89841/27-killed-77-wounded-in-separate-attacks-across-iraq,-0.2,NEGATIVE
2013-06-26,UIS sSinger Chris Brown charged over hit-and-run,https://en.antaranews.com/news/89570/uis-ssinger-chris-brown-charged-over-hit-and-run,0.0,NEUTRAL
2013-06-25,An unexpected car race to trace Snowden,https://en.antaranews.com/news/89542/an-unexpected-car-race-to-trace-snowden,0.1,POSITIVE
2013-05-06,Egypt`s Prime Minister unhurt by shotting near his car,https://en.antaranews.com/news/88727/egypts-prime-minister-unhurt-by-shotting-near-his-car,0.1,POSITIVE
2013-05-02,Minister preparing second generation electric car,https://en.antaranews.com/news/88707/minister-preparing-second-generation-electric-car,0.0,NEUTRAL
2013-04-18,Indonesian government revises draft regulation on low-cost green car,https://en.antaranews.com/news/88514/indonesian-government-revises-draft-regulation-on-low-cost-green-car,-0.2,NEGATIVE
2013-04-17,Indonesia's racer Rio Haryanto leaves for Bahrain,https://en.antaranews.com/news/88477/indonesias-racer-rio-haryanto-leaves-for-bahrain,0.0,NEUTRAL
2013-01-27,ITS launches electric car,https://en.antaranews.com/news/87097/its-launches-electric-car,0.0,NEUTRAL
2013-01-18,Mitsubishi car sales up 10.8 percent in 2012,https://en.antaranews.com/news/86944/mitsubishi-car-sales-up-108-percent-in-2012,0.0,NEUTRAL
2013-01-08,Dahlan Iskan could be a suspect in test drive accident,https://en.antaranews.com/news/86683/dahlan-iskan-could-be-a-suspect-in-test-drive-accident,0.0,NEUTRAL
2013-01-05,Minister test drives Indonesia`s first super-electric car,https://en.antaranews.com/news/86638/minister-test-drives-indonesias-first-super-electric-car,0.25,POSITIVE
2012-12-31,"New Year Eve, car-free night",https://en.antaranews.com/news/86485/new-year-eve-car-free-night,0.1363636363636363,POSITIVE
2012-12-26,Car bomb hits NATO base in eastern afghanistan,https://en.antaranews.com/news/86385/car-bomb-hits-nato-base-in-eastern-afghanistan,-0.8,NEGATIVE
2012-12-25,Jakarta`s main streets will be closed on new year`s eve,https://en.antaranews.com/news/86371/jakartas-main-streets-will-be-closed-on-new-years-eve,0.0676767676767676,POSITIVE
2012-12-25,Japanese brands dominate national automotive market this year,https://en.antaranews.com/news/86369/japanese-brands-dominate-national-automotive-market-this-year,0.0,NEUTRAL
2012-12-18,Year-ender: Green car industry awaiting government policy,https://en.antaranews.com/news/86249/year-ender-green-car-industry-awaiting-government-policy,-0.2,NEGATIVE
2012-12-12,Car industry may face slowdown next year,https://en.antaranews.com/news/86138/car-industry-may-face-slowdown-next-year,0.0,NEUTRAL
2012-12-10,Car sales predicted to increase next year,https://en.antaranews.com/news/86072/car-sales-predicted-to-increase-next-year,0.0,NEUTRAL
2012-11-29,Indonesia has technology to produce electric cars,https://en.antaranews.com/news/85864/indonesia-has-technology-to-produce-electric-cars,0.0,NEUTRAL
2012-11-28,Govt urges luxurious car owners to use non-subsidized gasoline,https://en.antaranews.com/news/85844/govt-urges-luxurious-car-owners-to-use-non-subsidized-gasoline,0.0,NEUTRAL
2012-11-17,Two Malaysian tourists injured in road accident in Bandung,https://en.antaranews.com/news/85638/two-malaysian-tourists-injured-in-road-accident-in-bandung,0.0,NEUTRAL
2012-11-10,RI car production expected to jump to one million units in 2013,https://en.antaranews.com/news/85523/ri-car-production-expected-to-jump-to-one-million-units-in-2013,-0.1,NEGATIVE
2012-10-29,"Car bomb kills 13, wounds 28 in Baghdad",https://en.antaranews.com/news/85277/car-bomb-kills-13-wounds-28-in-baghdad,0.0,NEUTRAL
2012-10-18,Jakarta`s new governor rejects luxurious car,https://en.antaranews.com/news/85105/jakartas-new-governor-rejects-luxurious-car,0.1363636363636363,POSITIVE
2012-10-17,Govt sets 1.1 mln car sales target for 2013,https://en.antaranews.com/news/85069/govt-sets-11-mln-car-sales-target-for-2013,0.0,NEUTRAL
2012-10-02,National electric car`s road-map is completed,https://en.antaranews.com/news/84822/national-electric-cars-road-map-is-completed,0.0,NEUTRAL
2012-10-01,Esemka car maker to build its own factory,https://en.antaranews.com/news/84805/esemka-car-maker-to-build-its-own-factory,0.6,POSITIVE
2012-09-30,String of Iraq car bomb blasts kill at 17,https://en.antaranews.com/news/84782/string-of-iraq-car-bomb-blasts-kill-at-17,0.0,NEUTRAL
2012-09-28,Porsche Panamera Sport Turismo Concept Car,https://en.antaranews.com/news/84767/porsche-panamera-sport-turismo-concept-car,0.0,NEUTRAL
2012-09-23,Drunken driver kills 7 at Moscow bus stop,https://en.antaranews.com/news/84671/drunken-driver-kills-7-at-moscow-bus-stop,0.0,NEUTRAL
2012-09-21,Indonesia set to achieve car production target,https://en.antaranews.com/news/84651/indonesia-set-to-achieve-car-production-target,0.0,NEUTRAL
2012-09-21,Car exports up 67.2 percent,https://en.antaranews.com/news/84634/car-exports-up-672-percent,0.0,NEUTRAL
2012-09-20,Indonesian govt hopes to accelerate production of green cars,https://en.antaranews.com/news/84604/indonesian-govt-hopes-to-accelerate-production-of-green-cars,-0.2,NEGATIVE
2012-09-18,Female car bomber kills 12 in Kabul,https://en.antaranews.com/news/84582/female-car-bomber-kills-12-in-kabul,0.0,NEUTRAL
2012-09-11,"Yemen minister survives car bomb, 10 killed",https://en.antaranews.com/news/84454/yemen-minister-survives-car-bomb-10-killed,-0.2,NEGATIVE
2012-09-11,India's Tata motors is in Indonesia now,https://en.antaranews.com/news/84435/indias-tata-motors-is-in-indonesia-now,0.0,NEUTRAL
2012-09-07,Car down payment regulation will affect potential investment,https://en.antaranews.com/news/84395/car-down-payment-regulation-will-affect-potential-investment,-0.0777777777777777,NEGATIVE
2012-08-08,ITB electric car to be unveiled on National Technology Awakening Day,https://en.antaranews.com/news/83840/itb-electric-car-to-be-unveiled-on-national-technology-awakening-day,0.0,NEUTRAL
2012-08-08,Mazda car sales hit new record high,https://en.antaranews.com/news/83820/mazda-car-sales-hit-new-record-high,0.1481818181818182,POSITIVE
2012-07-31,Low carbon emission policy to be issued on August 30,https://en.antaranews.com/news/83719/low-carbon-emission-policy-to-be-issued-on-august-30,0.0,NEUTRAL
2012-07-23,Incentives called for electric car,https://en.antaranews.com/news/83567/incentives-called-for-electric-car,0.0,NEUTRAL
2012-07-16,Dahlan Iskan test drive national electric car prototype,https://en.antaranews.com/news/83454/dahlan-iskan-test-drive-national-electric-car-prototype,0.0,NEUTRAL
2012-07-15,RI can produce electric cars earlier than initial plan,https://en.antaranews.com/news/83437/ri-can-produce-electric-cars-earlier-than-initial-plan,0.0,NEUTRAL
